Timestamp,お名前(ハンドル名。10文字以内),メッセージ(20文字以内)
12/17/2009 18:03:49,メタラーK,金星についたあかつき
12/17/2009 18:04:08,Zimmerman ブライアン,ily miku
12/17/2009 18:04:45,임혜림,음... 미쿠야 꼭 금성가라 ww
12/17/2009 18:04:54,Bari
12/17/2009 18:05:23,李金大,i want to the hanginhee got married and me!
12/17/2009 18:09:58,MoeGenki,+1
12/17/2009 18:13:33,李亜,ミクが無事宇宙に行けますように！
12/17/2009 18:15:20,るな,ミクとあかつきがんばれ！
12/17/2009 18:17:54,NG00,日本人はどこに行きたいのか・・・
12/17/2009 18:19:37,ガブリエラ,成功を祈る！
12/17/2009 18:21:51,YUUKA,kan ba re
12/17/2009 18:22:03,Tord Monsen,"Yukkuri shiteitte, ne!"
12/17/2009 18:22:07,192,zz
12/17/2009 18:23:55,KnightCiel,GO! GO! 저멀리 우주 끝까지..
12/17/2009 18:26:31,けいん,果てしない宇宙へミクを！
12/17/2009 18:29:04,안혜성,힘내
12/17/2009 18:29:51,c级东莞仔,加油！初音ミク~
12/17/2009 18:30:28,노이즈,vocaloid 영원히 사랑해요!!
12/17/2009 18:34:05,조수현,잘갔다와~
12/17/2009 18:35:10,Chojiki,Let's Go Miku!
12/17/2009 18:35:48,白日夢,"ミク, そしてボカロイドがんばれ!!!"
12/17/2009 18:36:08,田中武,いいだな
12/17/2009 18:36:30,kyoru,宇宙でネギ振りに期待！！がんばってくれ！
12/17/2009 18:38:42,ポッケ,ミクもあかつきもがんばれぇ
12/17/2009 18:38:54,羽杏,ミク＆あかつき頑張れ！(//▽//)
12/17/2009 18:40:23,SiTube,VON VOYAGE !
12/17/2009 18:43:22,黃裁夏,いこ!! ミク
12/17/2009 18:44:47,正月仮面,ナイス企画ssu．
12/17/2009 18:45:08,サケモチ,fire!
12/17/2009 18:47:43,fail,hahaha oh wow
12/17/2009 18:48:14,khaislash@hotmail,Miku is loved by Khairul Amirin(UNICO) of Singapore
12/17/2009 18:48:44,Slaparkuskis,Have fun on Venus!
12/17/2009 18:49:27,karuria,がんばれ!!
12/17/2009 18:49:49,Yossie,Cheer Up Miku and Akatsuki 
12/17/2009 18:50:17,PumpitupNX2,金星の初音ミクの消失
12/17/2009 18:50:22,DJblackthorne
12/17/2009 18:51:24,허재경
12/17/2009 18:52:15,Jung Yu Mi,I make sure Miku can go to Venus
12/17/2009 18:54:02,Luke Ball,gooo miku
12/17/2009 18:55:21,박기영,박기영
12/17/2009 18:55:42,H-Kuraci,あかつきがんばれ届け金星へ
12/17/2009 19:01:16,べるくかっつぇ,何卒何卒。
12/17/2009 19:01:17,Time Reverist,"miku, fighting! ganbare!"
12/17/2009 19:06:40,Isanaisland,"MIKU, your song have been a big help for me when I was sad. cheers for MIKU! I like you sooo much!"
12/17/2009 19:09:13,夏原でこぴ
12/17/2009 19:11:03,장수 풍뎅이
12/17/2009 19:13:11,zero,あの宇宙(そら)へ・・・って歌を思い出した。
12/17/2009 19:15:15,星流　紅,今までの天文学を覆すようなすごい発見を期待してます　笑
12/17/2009 19:16:09,－∞,ミクもあかつきもがんがれｗｗ面白そうだから支援！
12/17/2009 19:16:30,narakasiwa,金星へGO!
12/17/2009 19:18:59,黒姫,頑張ってください！
12/17/2009 19:21:15,SYH,성공할 때까지 도와줘!
12/17/2009 19:23:55,migiri,ミク。君はボカロ廃と人類の希望さ～！
12/17/2009 19:26:19,michael barile,<3 <3 <3 <3 <3 
12/17/2009 19:30:46,アケバ,ww
12/17/2009 19:34:35,Hatchuu,Use your song to peirce the heavens Miku Hatsune!
12/17/2009 19:35:33,水戸ハルエ
12/17/2009 19:36:07,bin,火星よりも金星の方が謎が多い気がします。
12/17/2009 19:37:32,최인태
12/17/2009 19:40:06,이상준,미쿠가 제일좋아!! 사랑함!
12/17/2009 19:40:31,Tom Son,Light song  By lighting your shadow  Light song  I will search your figure  Light song  A joined hand came unbound and  Light Song  Light Song  Light Song  I (now) spell  Your name
12/17/2009 19:41:14,Ryan Razin,Remember to bring your leek >_<
12/17/2009 19:42:28,fjqmtiq2,fjqmtiq2
12/17/2009 19:42:43,あきと,金星へ！
12/17/2009 19:42:54,kana,日本の技術に期待！
12/17/2009 19:44:13,うらち,望遠鏡でミクが見たい！ｗｗ
12/17/2009 19:45:20,黒マンボウ,「あかつき」をみっくみくにしてください。
12/17/2009 19:46:03,おさコレP,日本の夢の羽ばたきを期待します。
12/17/2009 19:46:16,ぴよ神様,ミク、銀河のはてまでとんでけぇぇぇ！！
12/17/2009 19:46:39,only 7★sw 키랏★ ,얀데렌이 짱
12/17/2009 19:49:41,박상아,미쿠☆
12/17/2009 19:51:48,葦辺亨,2010年39歳
12/17/2009 19:52:21,린,ㄹㄹㄹㄹㄹ
12/17/2009 19:53:05,sakita,미쿠 카이토도 데려가줘
12/17/2009 19:54:22,松本 謙一郎,応援してます (＞▽＜)ゞ
12/17/2009 19:59:01,롸클,지구는 망해도 미쿠는 남는다!
12/17/2009 19:59:08,tonot
12/17/2009 20:00:43,안농...ㄷㅈㅎ,ㅗ85274
12/17/2009 20:01:39,くぐみ,世界のミクが宇宙のミクに！
12/17/2009 20:04:57,tomtom_k,GO!GO!Miku&Akatsuki!
12/17/2009 20:10:26,遊未,ジミーのブログより！幻想的でステキじゃないですか…！
12/17/2009 20:10:45,심심해요,가는겁니다!
12/17/2009 20:11:36,しぐなる,みんなの夢を乗せてlet's go!!
12/17/2009 20:14:32,켄쿠,naver.com@rhkrwn123
12/17/2009 20:17:51,magna,どっちも頑張れ
12/17/2009 20:17:58,霧雲,夢を歌声に乗せて！
12/17/2009 20:18:15,rue-l,20
12/17/2009 20:18:20,safe555,Go go Miku Miku! 
12/17/2009 20:18:46,히코토,피류나이
12/17/2009 20:19:51,safe555,Miku! Miku! Go! Go! I'll wait for hear your sound from Venus :D
12/17/2009 20:20:10,awa231,成功祈る
12/17/2009 20:20:15,꽥꽤엑,이얍 가라 미쿠 저 멀리 금성으로
12/17/2009 20:24:17,ななしあ
12/17/2009 20:25:49,Veriselle,GO MIKU GO!!! XD XD
12/17/2009 20:26:15,HMU 팬텀,금성에도 울려퍼지는 노랫소리 ...
12/17/2009 20:26:23,kerokin,あかつきガンガレ！
12/17/2009 20:27:59,でんでん,ミクと「あかつき」で新しい世界へ!
12/17/2009 20:28:01,Alex Yew,Keep on singing
12/17/2009 20:28:21,uhokun,あかつきもミクもJAXAも超ガンガレ！
12/17/2009 20:31:33,おさ
12/17/2009 20:33:29,のろろくん,ばかばかしい
12/17/2009 20:33:32,Micheal,やはー
12/17/2009 20:33:52,shanira_lamperouge,Miku for Venus!! VOCALOID FOREVER!
12/17/2009 20:34:16,Shii,Please send Miku up so she can sing to the heavens.
12/17/2009 20:34:58,Anonymous
12/17/2009 20:38:10,nem,この夢の軌跡に向けて微かなる小さな足跡を
12/17/2009 20:38:22,リン,ガンバっｗ
12/17/2009 20:38:34,Быдло-кун,Да вы все там пизданулись!
12/17/2009 20:39:51,OPamP,とべーとべーロケットー燃料噴出し火を上げて
12/17/2009 20:40:46,睡蓮
12/17/2009 20:43:17,e-Gutch,金星まで届け、この歌、この想い！　
12/17/2009 20:43:24,ena
12/17/2009 20:45:11,高杉　炉戯,ミク大好き！これからも応援してるよっ、あかつきさんもこれから頑張ってくださいねっｖｖ
12/17/2009 20:45:38,Mephisto,Korea Is Best Of Best
12/17/2009 20:47:43,Kiel.R.Liet,Miku is queen. OK?
12/17/2009 20:49:38,하우주
12/17/2009 20:50:59,中野敬太,ミクとあかつきが無事に旅できますように…
12/17/2009 20:52:14,蒼月,あかつきをみっくみっくにしてｗ
12/17/2009 20:52:16,renesis,宇宙まで届け！MIKUsound
12/17/2009 20:54:18,"Soo Yeon, Kim",juli95@naver.com
12/17/2009 20:56:05,go! go!,fighting! MIKU
12/17/2009 20:56:22,anonymous
12/17/2009 20:57:51,りゅうのすけ,観測の成功を祈ります！
12/17/2009 21:00:36,ＲＩＮ,初音ミク宇宙進出！ミクもあかつきもガンバ
12/17/2009 21:01:16,cAshoNly,初音加油！
12/17/2009 21:01:20,にーとやん,金星に浪漫を感じたい！
12/17/2009 21:01:42,Lumiar,Godd Luck Miku! Pleas show your power of music for them!!
12/17/2009 21:02:54,Fuji,応援してるから、無事飛んで行くんだぞ！
12/17/2009 21:03:03,marsee101,ミク、あかつきがんばれ～！
12/17/2009 21:03:46,ぺぺんと,がんばりえ！
12/17/2009 21:04:57,みーちゃん,金星調査をがんばって。みくは、金星に楽しい歌を届けてね
12/17/2009 21:05:24,soyul,950926
12/17/2009 21:06:19,Robyn,Miku is the BEST!
12/17/2009 21:08:41,teaoz,ビーナス？みっくみくにしてやんよ！
12/17/2009 21:10:58,cort,初音ミクは俺の嫁。異論は認めない
12/17/2009 21:14:08,farangy
12/17/2009 21:16:31,psalm19_1
12/17/2009 21:16:55,miyo,がんばってきてね
12/17/2009 21:17:51,暁月みさき,がんばってください！
12/17/2009 21:18:07,しお,がんばれw
12/17/2009 21:18:17,hoi,好きだー！
12/17/2009 21:19:09,okegawajoe,期待してます
12/17/2009 21:23:33,Printer,"Go for Venus, Miku!"
12/17/2009 21:25:01,pupsia,It woudl be great if she was chosen! GO GO GO!!!!
12/17/2009 21:25:53,はちみつ寒天のど飴,金星もみっくみくにしてやんよ
12/17/2009 21:26:56,"김민ㅈ;,i렌렌i",전새계에 미쿠미쿠파워!
12/17/2009 21:26:56,桃太朗
12/17/2009 21:27:27,ぷに子,ミク！そしてあかつき！みんなの夢を乗せて旅立ってね！
12/17/2009 21:28:52,Kai Foster,Please send miku to space!!
12/17/2009 21:29:14,zzzzzZZZZzzz[m3n],◕ ◡ ◕
12/17/2009 21:30:27,北斗,宇宙（そら）へ！！
12/17/2009 21:30:47,Robert,YOU BETTER TAKE THIS SHIP TO VENUS
12/17/2009 21:31:40,Rynky Starreck,"Go go Hachune Miku!!! You're the best, my idol :D"
12/17/2009 21:31:57,keiko,ミクもあかつきも日本のお宝！
12/17/2009 21:36:19,R.O,ヴォラーレヴィーア
12/17/2009 21:37:12,h
12/17/2009 21:37:28,冷凍食品９,応援しています！
12/17/2009 21:44:47,kimmi,나도금성가고싶다 ㅠㅠㅠ
12/17/2009 21:45:34,Dell,Vocaloid! xD
12/17/2009 21:46:10,でめ,じっくり見てきてね
12/17/2009 21:48:44,しゃちほこP,あかつき頑張れ！ミクを無事に届けてね！
12/17/2009 21:50:04,장유정,★
12/17/2009 21:50:51,tanaka,健闘を心よりお祈り申し上げます
12/17/2009 21:51:26,furuwo
12/17/2009 21:51:37,るき,とどけぇぇぇぇ！
12/17/2009 21:51:51,bacon,( ノ´∀`)ノ 
12/17/2009 21:52:10,マクシーンちゃん,からのライブアクション初音'また、ネットスターから見られると私はこのアイデアをサポートするこのマクシーンさちゃん。 〜
12/17/2009 21:52:33,辿灯,ふぁいとです！あかつきもみくも！
12/17/2009 21:54:17,Divine,ミクをよろしくお願いします
12/17/2009 21:54:22,かいわれP
12/17/2009 21:55:17,higamakoto,宇宙は自分のロマンです。期待しています
12/17/2009 21:57:20,冰風飄雪
12/17/2009 21:57:50,RasPiro,Ras♡RyuA
12/17/2009 21:59:54,人間,初音ミク　がんばれ！！
12/17/2009 22:00:14,harabou,気をつけて行ってらっしゃい！
12/17/2009 22:00:17,Amy Black,"Cute idea, I'd like that."
12/17/2009 22:00:59,つヴ,ボーカロイドとあかつきを応援してます！
12/17/2009 22:02:37,FutaokiSou,Find the new thing.
12/17/2009 22:02:38,修蘿,I can blieve it!!
12/17/2009 22:03:20,Seth
12/17/2009 22:03:59,db601,「あかつき」ミクを火星に連れてって！
12/17/2009 22:04:15,정진성,ㄴㅁㄴㅁ
12/17/2009 22:06:10,Cashok.,頑張れ俺の嫁
12/17/2009 22:06:29,SAKAI
12/17/2009 22:06:39,悦子,ミクううううううううううううう
12/17/2009 22:06:43,tetsu,Akatsuki and Micu GANBA!
12/17/2009 22:06:54,にんにく餃子
12/17/2009 22:07:28,Joseph A,lets do it
12/17/2009 22:08:23,노랑앙금,미쿠!!!사랑해//잘살아//뭥미
12/17/2009 22:10:42,ダスト
12/17/2009 22:11:04,dast
12/17/2009 22:11:28,とかげ
12/17/2009 22:11:50,CerysKitty
12/17/2009 22:12:53,わる
12/17/2009 22:14:05,photon2,ミク、あかつき、GO！　GO
12/17/2009 22:14:29,"랑군이올시다, 랑양이올시다",하츠네 미쿠 꼭 금성가길 빌게여!
12/17/2009 22:17:16,Anarnee,SEND MIKU TO VENUS! Vocaloid forever! Best wishes - Tiffa
12/17/2009 22:20:50,玖遠,まだまだ未開発の宇宙の調査頑張ってください
12/17/2009 22:21:44,雪吹,ガチャ尾
12/17/2009 22:22:00,LoboDemon,Go Miku! ^^
12/17/2009 22:22:12,まやま,ミクー！俺だー！結婚してくれー！！
12/17/2009 22:23:48,夜竜,「ミク」を「あかつき」を！！
12/17/2009 22:26:48,김소영
12/17/2009 22:28:33,Lucas Almeida,I support the Hatsune Miku venus probe
12/17/2009 22:31:32,KY,宇宙へ届けこの思い！
12/17/2009 22:32:12,なばな,必ず金星に届きますように！
12/17/2009 22:36:52,リノ
12/17/2009 22:37:16,ursa_minor,大金星となる調査になりますように。
12/17/2009 22:38:33,Rodrigo Albuquerque,I support the Hatsune Miku venus probe
12/17/2009 22:39:28,Karina A,"""I support the Hatsune Miku venus probe"
12/17/2009 22:40:44,POND,成功を祈る
12/17/2009 22:40:47,ゆづる,ミクとあかつき、宇宙へはばたけ！
12/17/2009 22:40:56,（仮）Ｐ,成功を祈っています！
12/17/2009 22:41:23,バイキンマン,がんばれ！
12/17/2009 22:41:26,c474m1ty,One giant Leap for digital Artists. 
12/17/2009 22:41:38,日向　馨,金星調査、頑張って！
12/17/2009 22:42:27,りゅーすい,初音ミクよ、永遠に・・・
12/17/2009 22:43:29,みみなし,科学と芸術と人類の未来に乾杯！
12/17/2009 22:46:43,kurotori2000,あかつきもはちゅねミクもがんばれ～！
12/17/2009 22:48:58,tomuson,あかつきがんばれ。超がんばれ。
12/17/2009 22:50:16,モーティマー,ミクがんばれー！
12/17/2009 22:50:36,김태진,ㅇㅇ
12/17/2009 22:50:54,<naver>bluescreen,파란화면
12/17/2009 22:51:56,Susuri Achta,まさに星間飛行
12/17/2009 22:53:25,G.T.E
12/17/2009 22:54:20,ジム,金星のレポ楽しみだ！
12/17/2009 22:56:22,Qaszka,Miku
12/17/2009 23:00:29,takeuchi,頑張ってください。
12/17/2009 23:01:40,紅ずき
12/17/2009 23:01:49,Yasu Wada,あかつきの成功を祈ってます！
12/17/2009 23:02:46,紅月,科学の限界をこえたね
12/17/2009 23:02:59,mike0804
12/17/2009 23:03:26,バナオレン,ミク!!君の名前を宇宙にまで~~
12/17/2009 23:04:11,graveraven,あかつき、成功を願って…!!
12/17/2009 23:04:23,鮠川颯太,初音ミクは宇宙一
12/17/2009 23:08:25,Karren,Go for it Miku !
12/17/2009 23:08:33,桐生彩葉,ミクを金星に連れてってやろうぜ。
12/17/2009 23:10:02,Mereck,Miku on Venus sounds like a good vocaloid song~
12/17/2009 23:10:13,PSP@,がんばれ
12/17/2009 23:11:49,Haruka-SD,GO! MIKU!!
12/17/2009 23:12:36,Joca da Silva,EU AMO VOCÊS
12/17/2009 23:13:49,baglioni,Envoyer moi une Marisa :)
12/17/2009 23:14:00,ひーやん,あかつきとミクの名を世界に響かせて！
12/17/2009 23:14:22,xome,ギターはじめた記念カキコ
12/17/2009 23:17:38,流 一玄,韓国でも応援をします!力を出しなさい!
12/17/2009 23:17:42,竜,「あかつき」とイカロス、どちらもミクと共に良い旅を
12/17/2009 23:18:01,magu,ミク大好きです！
12/17/2009 23:22:48,Tao,ミクがあかつきを守る女神になりますよう。
12/17/2009 23:23:39,Chanmi Kim,내 길을 잘 펼쳐갈수있기를!
12/17/2009 23:23:45,Victoria DS
12/17/2009 23:24:24,お～じろう。,いざ！金星へ！　あかつき＆ミク！
12/17/2009 23:25:17,おとん
12/17/2009 23:26:37,dominocus,힘내라 미쿠...! 頑張れ ミク...!
12/17/2009 23:27:55,hshimoda,JAXAにわくわく
12/17/2009 23:28:10,KarenFOX
12/17/2009 23:31:32,mikuchongsu
12/17/2009 23:33:10,rucio,mikumikulove
12/17/2009 23:34:39,lenneth
12/17/2009 23:38:57,b3yukikaze,go to venus
12/17/2009 23:42:15,k.ogura,いつかきみに追いつくよ。
12/17/2009 23:48:22,고병윤
12/17/2009 23:49:50,tmatsui,あかつき上手くいきまうように
12/17/2009 23:51:54,桐生琢海,1つでも多くのロマンを持ち帰って欲しいですね。
12/17/2009 23:54:29,モリタカモ,わりい、ちょっと金星まで行ってきてくんない？
12/17/2009 23:54:47,立秋,みんな笑っていられますように！
12/17/2009 23:55:10,オミニク,ミクちゃん頑張れ！！
12/18/2009 0:00:14,neorosi,ミクは金星の夜明けを見るか
12/18/2009 0:01:54,みずしろ,誰も見とことない一番星をとってこい！
12/18/2009 0:02:51,うまこ,がんばれ
12/18/2009 0:08:53,akito241,未来に夢と希望と歌声を
12/18/2009 0:09:56,うり,リンも可愛いよリン
12/18/2009 0:11:10,タックン,宇宙はみんなのロマン！がんばれ！
12/18/2009 0:11:52,미파니
12/18/2009 0:12:32,Roots168,GodLuck!
12/18/2009 0:14:45,YFujimura,Go to Venus!
12/18/2009 0:15:18,lhz,I support the Hatsune Miku venus probe
12/18/2009 0:15:19,SMDRYT,つれってったる！
12/18/2009 0:15:57,쥬르밍,미쿠!!ㅋㅋㅋㅋ응원해주마!
12/18/2009 0:16:23,Eric,地球だけではなく宇宙にも飛びたて！
12/18/2009 0:17:07,44415164,Why not? Its and awesome idea :)
12/18/2009 0:20:54,tuki,ライカを見つけてください
12/18/2009 0:21:25,Kjfish,"JAXA Akatsuki + Miku, hello!"
12/18/2009 0:21:41,kohei,goodluck
12/18/2009 0:23:03,MiA,Fight!
12/18/2009 0:23:15,阿輪,いけ！？
12/18/2009 0:24:00,Chibi-Bakura
12/18/2009 0:25:43,よよ,ミクのこれからがとても気になる一歩！
12/18/2009 0:28:59,ITM,コスモイズマイン
12/18/2009 0:29:11,紅月ザクロ,「金の聖夜霜雪に朽ちて」を彷彿とさせｒ・・・いや、俺だけか・・・（´・ω・｀）　さぁ、ミク！遥か遠くの星へと飛び立ち、ミクＷＯＲＬＤを広げるんだ！！Σｍ９っ（｀・ω・´）ﾋﾞｼｯ
12/18/2009 0:30:11,歌境◎謎中,飛べ！！
12/18/2009 0:31:49,eavictor,頑張れ!! 行け~ミク様
12/18/2009 0:33:09,KCSTechMSS,頑張れ、あかつき。頑張れ、ミク。空へ挙れ。
12/18/2009 0:34:49,Nikita Ivanov,Miku ftw
12/18/2009 0:35:26,Sim,がんばれ
12/18/2009 0:37:50,フレディ・マーキュリー,金星？あぁ、俺の故郷のことね。
12/18/2009 0:38:57,将
12/18/2009 0:44:31,Vicky
12/18/2009 0:44:37,mhuller, Let's me go to Venus with you.
12/18/2009 0:45:16,S.Asuka,みんなの詩が金星まで届きますように
12/18/2009 0:48:55,＊八神はやて＊,support!!Miku>w<
12/18/2009 0:49:54,Aarow Q,Miku Forever
12/18/2009 1:00:03,Gaizer_Dragon
12/18/2009 1:00:32,DejureRay,Miku is LOVEE!!
12/18/2009 1:00:46,Will Mc,Universal Virtual Diva \o/
12/18/2009 1:01:22,testing,TEST
12/18/2009 1:03:18,nekonekogirl,Come on Miku!!You have to conquer space too!!World is yours!
12/18/2009 1:03:32,まっさる,金星かいっｔ
12/18/2009 1:03:38,Matias Rey,Good luck
12/18/2009 1:04:06,YuKar,世界を越えて宇宙で! 宇宙航空技術の発展は驚くべきですね!
12/18/2009 1:04:39,陽,あかつきとミクが無事金星に着きますように
12/18/2009 1:04:52,IRONA,届け未来の歌声！暁に輝く明星へ！
12/18/2009 1:05:57,Reppu Kiri,Hatsune Miku - The Voice that reaches Aphrodite
12/18/2009 1:06:07,Sharifah Fatin Latisha,GO GO MIKU THE WORLD IS YOUR !!!!!!!!
12/18/2009 1:08:37,naiki,あかつき、ミク、いざ金星へ！
12/18/2009 1:08:39,Minato,Beam her up scoty 
12/18/2009 1:09:29,Renny Hagen,Tengen Toppa Hatsune Miku!
12/18/2009 1:11:32,トーマ,ミクちゃんが大好きだ！
12/18/2009 1:12:56,SJ,ボカロ代表で他の子の分も暁とガンバレ！
12/18/2009 1:13:12,Rebeca Coelho de Castro Pimentel,Miku's space domination! Go!
12/18/2009 1:15:03,tap,すべての人の未来のために。ミク＆あかつき
12/18/2009 1:15:18,Shaun Lumley,hell yeah miku is awesome
12/18/2009 1:16:38,Kjetil André Sveen
12/18/2009 1:18:03,picnicbasket,Please send Miku to Venus. The atmosphere will likely kill her.
12/18/2009 1:18:06,小妖精,MIKU最高WW
12/18/2009 1:19:28,小靖,加油！
12/18/2009 1:20:17,ultimategrayfox,i like her blue
12/18/2009 1:22:08,ぽんふみ,hnnrkrkmst
12/18/2009 1:22:24,Minski Siamilainen,Good Luck!
12/18/2009 1:23:14,Kirurururu,pierce throught venus \^.^/
12/18/2009 1:26:21,klight,ミクを宇宙に！
12/18/2009 1:26:52,Ayrton Cristi,Hello! Good Luck!
12/18/2009 1:28:32,ふぁみまミク,届け！明日の夢へ
12/18/2009 1:29:33,Yoda,May the force be with you
12/18/2009 1:29:44,Muzaffar,Please do it
12/18/2009 1:30:18,MOULD,宇宙という夢に
12/18/2009 1:31:11,Vanish,"Send Miku to Venus, please..."
12/18/2009 1:31:17,Felipe Matsuda
12/18/2009 1:31:56,落葉,はちゅねー！
12/18/2009 1:33:07,Zaikeru
12/18/2009 1:34:41,こうちゃん,頑張って金星見てこい！
12/18/2009 1:36:55,KeN By MIKU>
12/18/2009 1:37:47,Suzkaiden,"signed,I think its really cute and genious"
12/18/2009 1:38:22,hide,金星探査機「あかつき」の成功を祈っています。
12/18/2009 1:38:24,KeN By MIKU>_<V,- -?
12/18/2009 1:39:08,Akbblt,good luck up there!
12/18/2009 1:39:31,Konata Suzumiya
12/18/2009 1:41:31,まみや,ミクは幸運の女神、あかつきにご加護を
12/18/2009 1:43:14,ケーブル,ミクは神が与えたすごいもの
12/18/2009 1:43:32,Bryan,May Vocaloidism spread to the distant galaxies!
12/18/2009 1:44:23,레전드 피스,Peace
12/18/2009 1:54:06,mk bnkjboiuh08hz98z,hgiugh978hz9gh9
12/18/2009 1:54:06,aBanana,GOGOGO
12/18/2009 2:01:16,andrej,"Storm the Universe, Miku!!"
12/18/2009 2:03:29,Boonz,Miko4ever
12/18/2009 2:05:33,爽
12/18/2009 2:08:37,boby,pwn
12/18/2009 2:10:08,MDestroyer,MikuBuster
12/18/2009 2:17:13,tkfm,ロマンが掻き立てられる
12/18/2009 2:19:30,まくまく,みっくみくにしてやんよー
12/18/2009 2:20:14,domain,twitterから来ました
12/18/2009 2:20:37,haruy,わたしのかわりに宇宙へいってください！
12/18/2009 2:22:53,Yasuchika,This is important!
12/18/2009 2:23:50,Tatyana Skuld Hondjakoff,"Miku, eu te amo! Suas músicas sempre passam meus sentimentos, o fato de você não ter personalidade definida faz com que eu me identifique ainda mais: a cada música você é uma nova miku e simboliza uma outra parte de mim. Agradeço MUITO as seus criadores! Sua voz robotica e meiga ao mesmo tempo se destaca entre humanos e vocaloids!"
12/18/2009 2:25:04,CurryToa,moe moe kyon
12/18/2009 2:28:56,sforza_t,「届かぬ場所」なんてないよ。
12/18/2009 2:29:55,Bernd Butter,I hope you won't be lonely out there.
12/18/2009 2:29:55,Edgaras Birvickas,You have to make it! Have a wonderful flight!
12/18/2009 2:30:19,bluerabbit,日本の技術と文化の更なる発展を祈って！
12/18/2009 2:30:56,Hasire
12/18/2009 2:31:20,Timeyy,fappin to miku every day
12/18/2009 2:33:27,Haruhi Suzumiya,"Good luck, Miku-chan! ;)"
12/18/2009 2:36:07,Steven R. Barney,We are Anonymous.
12/18/2009 2:37:26,naglfar
12/18/2009 2:38:15,akatuki,ミク最高！
12/18/2009 2:46:13,くぼみ,ついったーからきました。がんばってくだされぃ
12/18/2009 2:49:25,Zak Killian,"Personally, I just think she's really cute."
12/18/2009 2:50:06,nickmm13
12/18/2009 2:50:23,Joshua Kittrell
12/18/2009 2:50:27,nickmm13
12/18/2009 2:55:14,SailorCM,Yeah! Ab mit Ihr in den Weltraum =) Zeigt denen da draussen mal was gute Musik ist ;)
12/18/2009 3:00:18,Tsade,"As a Hatsune fan, I just have to sign and I am very surprised that this possibility exists."
12/18/2009 3:01:36,Alex Moldenhauer,Here to say good luck to Miku on her trip to Venus!
12/18/2009 3:03:35,KeiSei
12/18/2009 3:04:52,Miku fan
12/18/2009 3:06:36,LING,"Thank You For All The Fun Times! Bon Voyage, Miku!!"
12/18/2009 3:13:57,うにゅう,(`･ω･´)
12/18/2009 3:19:55,あさぎ,がんばれあかつきー
12/18/2009 3:20:33,はのん,頑張れ！
12/18/2009 3:20:53,Thais Gadiole
12/18/2009 3:22:42,Shen Lin,Do it.
12/18/2009 3:26:51,DJ EBI,ミクまいしてううううううう
12/18/2009 3:28:18,りゅうたろう,がんばれあかつき、ミクと一緒に！
12/18/2009 3:29:53,Mad_Dog,Miku Shall sing among the stars forever!
12/18/2009 3:31:36,dediledi,"Good luck, Miku!!!!"
12/18/2009 3:32:19,R,Let's make Miku go down in history!
12/18/2009 3:37:31,ytachi
12/18/2009 3:38:57,天空之蒼月,バカバカしくて面白そうなので参加します
12/18/2009 3:41:00,菱井,宇宙の浪漫、応援します！
12/18/2009 3:42:53,Li Shengsun,MIKUU must go to VENUSSS!!!!!
12/18/2009 3:44:37,Waver Velvet,"Вперёд, Мику! Русские отаку тебя любят!"
12/18/2009 3:58:01,Yui,金星へGO!
12/18/2009 3:59:17,LangK
12/18/2009 3:59:58,mobotan,"hay people hay C: Huge American VOCALOID fan here, this project seems pretty cool"
12/18/2009 4:03:21,Nabiki Asakura,"Go go Miku, weeeeeee"
12/18/2009 4:12:42,Okuu,Do it.
12/18/2009 4:14:35,Bry Moore
12/18/2009 4:24:49,Reisen
12/18/2009 4:24:53,killer999death,It's Venus baby!!!
12/18/2009 4:24:57,VOCA【凛】LOID,ミクもあかつきも応援します！（
12/18/2009 4:40:03,Manny,the fate of destruction is also the joy of rebirth
12/18/2009 4:41:30,sunsun
12/18/2009 4:46:01,Jarvcat,Hooray for Miku in space!
12/18/2009 4:47:15,Partyvan,4 lulz
12/18/2009 4:50:07,ぼか主,任務を完璧にこなせますよう祈ってます
12/18/2009 4:52:22,loops0401jp
12/18/2009 4:55:51,Andreas Schärtl,So long and thanks for all the songs.
12/18/2009 4:57:18,Shaftalot,Miku Hatsune is olev.
12/18/2009 4:57:39,kyahmagda,Lets do it!
12/18/2009 4:57:54,Sodiumbug
12/18/2009 4:58:17,Misuta Bushido,Keep rocking in the Milky Way
12/18/2009 4:58:45,Melonenbrot
12/18/2009 4:59:56,Retsukage,The one and only
12/18/2009 5:00:41,DamienStryker,Let your voice inspire the heavens themselves! 
12/18/2009 5:01:02,Shinigamii,awesome stuff.
12/18/2009 5:01:05,W-15
12/18/2009 5:01:48,KilianF.,Je t'aime Melo
12/18/2009 5:05:18,Anonymous,Keep on spinning that leek!
12/18/2009 5:05:35,シリス＠せきれい,電子の歌姫、宇宙へはばたく！
12/18/2009 5:06:25,Charlie Conway
12/18/2009 5:09:16,emer,Raw raw! Fight the power!
12/18/2009 5:10:17,The PPK,"Send her up, but ask the Venusians to bring her back."
12/18/2009 5:10:39,Ryuu,I love you Miku! marry me :3 ;)
12/18/2009 5:11:22,Zeinaattori
12/18/2009 5:12:06,nomae,First broadcast from Venus:  Melody
12/18/2009 5:14:11,NEBULART,金星を見上げる楽しみが増えますね。
12/18/2009 5:18:31,Lasch,Thank you.
12/18/2009 5:19:44,Shayden Solus,Shayden Solus
